root	cluster	season	habitat	substrate_type	field_replicate	over_median
C2RB3	C2RB3	2	spring	rocks	sediment	3	FALSE
C2RW1	C2RW1	2	spring	rocks	water	1	FALSE
C2RW2	C2RW2	2	spring	rocks	water	2	FALSE
C30EB2	C30EB2	30	spring	eelgrass	sediment	2	FALSE
C30EW2	C30EW2	30	spring	eelgrass	water	2	FALSE
C30EW3	C30EW3	30	spring	eelgrass	water	3	FALSE
C30RB1	C30RB1	30	spring	rocks	sediment	1	FALSE
C30RB2	C30RB2	30	spring	rocks	sediment	2	FALSE
C30RW2	C30RW2	30	spring	rocks	water	2	FALSE
C30SB1	C30SB1	30	spring	sand	sediment	1	FALSE
C31EB2	C31EB2	31	spring	eelgrass	sediment	2	FALSE
C31RB1	C31RB1	31	spring	rocks	sediment	1	FALSE
C31RB2	C31RB2	31	spring	rocks	sediment	2	FALSE
C31RW2	C31RW2	31	spring	rocks	water	2	FALSE
C31RW3	C31RW3	31	spring	rocks	water	3	FALSE
C31SB1	C31SB1	31	spring	sand	sediment	1	FALSE
C31SB2	C31SB2	31	spring	sand	sediment	2	FALSE
C32RB2	C32RB2	32	spring	rocks	sediment	2	FALSE
C32RB3	C32RB3	32	spring	rocks	sediment	3	FALSE
C32RW1	C32RW1	32	spring	rocks	water	1	FALSE
C32RW2	C32RW2	32	spring	rocks	water	2	FALSE
C32SB2	C32SB2	32	spring	sand	sediment	2	FALSE
C32SB3	C32SB3	32	spring	sand	sediment	3	FALSE
C32SW1	C32SW1	32	spring	sand	water	1	FALSE
C33RB2	C33RB2	33	spring	rocks	sediment	2	FALSE
C33RW2	C33RW2	33	spring	rocks	water	2	FALSE
C33SB1	C33SB1	33	spring	sand	sediment	1	FALSE
C33SB2	C33SB2	33	spring	sand	sediment	2	FALSE
C33SW2	C33SW2	33	spring	sand	water	2	FALSE
C3RB1	C3RB1	3	spring	rocks	sediment	1	FALSE
C3RB3	C3RB3	3	spring	rocks	sediment	3	FALSE
C3RW1	C3RW1	3	spring	rocks	water	1	FALSE
C3SB3	C3SB3	3	spring	sand	sediment	3	FALSE
C4RB1	C4RB1	4	spring	rocks	sediment	1	FALSE
C4RB2	C4RB2	4	spring	rocks	sediment	2	FALSE
C4RB3	C4RB3	4	spring	rocks	sediment	3	FALSE
C4RW1	C4RW1	4	spring	rocks	water	1	FALSE
C4RW3	C4RW3	4	spring	rocks	water	3	FALSE
C4SB1	C4SB1	4	spring	sand	sediment	1	FALSE
C4SB3	C4SB3	4	spring	sand	sediment	3	FALSE
C4SW2	C4SW2	4	spring	sand	water	2	FALSE
C4SW3	C4SW3	4	spring	sand	water	3	FALSE
C5RB1	C5RB1	5	spring	rocks	sediment	1	FALSE
C5RB3	C5RB3	5	spring	rocks	sediment	3	FALSE
C5RW1	C5RW1	5	spring	rocks	water	1	FALSE
C5RW2	C5RW2	5	spring	rocks	water	2	FALSE
C5SB1	C5SB1	5	spring	sand	sediment	1	FALSE
C5SB2	C5SB2	5	spring	sand	sediment	2	FALSE
C5SW2	C5SW2	5	spring	sand	water	2	FALSE
C6RB2	C6RB2	6	spring	rocks	sediment	2	FALSE
C6RW3	C6RW3	6	spring	rocks	water	3	FALSE
C6SB1	C6SB1	6	spring	sand	sediment	1	FALSE
C6SB3	C6SB3	6	spring	sand	sediment	3	FALSE
C6SW1	C6SW1	6	spring	sand	water	1	FALSE
C6SW2	C6SW2	6	spring	sand	water	2	FALSE
C7RB1	C7RB1	7	spring	rocks	sediment	1	FALSE
C7RW2	C7RW2	7	spring	rocks	water	2	FALSE
C7RW3	C7RW3	7	spring	rocks	water	3	FALSE
C7SB1	C7SB1	7	spring	sand	sediment	1	FALSE
C7SB2	C7SB2	7	spring	sand	sediment	2	FALSE
C7SB3	C7SB3	7	spring	sand	sediment	3	FALSE
C7SW1	C7SW1	7	spring	sand	water	1	FALSE
C7SW2	C7SW2	7	spring	sand	water	2	FALSE
C7SW3	C7SW3	7	spring	sand	water	3	FALSE
C8EB3	C8EB3	8	spring	eelgrass	sediment	3	FALSE
C8EW1	C8EW1	8	spring	eelgrass	water	1	FALSE
C8EW2	C8EW2	8	spring	eelgrass	water	2	FALSE
C8EW3	C8EW3	8	spring	eelgrass	water	3	FALSE
C8RB1	C8RB1	8	spring	rocks	sediment	1	FALSE
C8RB3	C8RB3	8	spring	rocks	sediment	3	FALSE
C8RW1	C8RW1	8	spring	rocks	water	1	FALSE
C8RW2	C8RW2	8	spring	rocks	water	2	FALSE
C8SB1	C8SB1	8	spring	sand	sediment	1	FALSE
C8SB2	C8SB2	8	spring	sand	sediment	2	FALSE
C8SB3	C8SB3	8	spring	sand	sediment	3	FALSE
C8SW1	C8SW1	8	spring	sand	water	1	FALSE
C8SW2	C8SW2	8	spring	sand	water	2	FALSE
C8SW3	C8SW3	8	spring	sand	water	3	FALSE
C9EB1	C9EB1	9	spring	eelgrass	sediment	1	FALSE
C9EW1	C9EW1	9	spring	eelgrass	water	1	FALSE
C9EW3	C9EW3	9	spring	eelgrass	water	3	FALSE
C9RB1	C9RB1	9	spring	rocks	sediment	1	FALSE
C9RW1	C9RW1	9	spring	rocks	water	1	FALSE
C9RW2	C9RW2	9	spring	rocks	water	2	FALSE
C9SB1	C9SB1	9	spring	sand	sediment	1	FALSE
C9SB3	C9SB3	9	spring	sand	sediment	3	FALSE
C9SW2	C9SW2	9	spring	sand	water	2	FALSE
