Phylum	Scientific_name_ARTER	Synonym_ARTER_1	Synonym_ARTER_2	Synonym_ARTER_3	Synonym_ARTER_4	Synonym_ARTER_5	Synonym_ARTER_6	Synonym_ARTER_7	Synonym_ARTER_8	GBIF_synonym	External_synonym	Synonym_Philip	Marine	BOLD_barcode	
Arthropoda	Ergasilus gibbus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Herpyllobius polynoes	Silenium polynoes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lamippe proteus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lichomolgus albens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Mytilicola intestinalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Selius bilobus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Notodelphys allmani	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Notodelphys caerulea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Notodelphys elegans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Oithona similis	Oithona helgolandica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Sabelliphilus elongatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Melinnacheres terebellidis	Saccopsis terebellidis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lomanoticola brevipes	Splanchnotrophus brevipes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Aphanodomus terebellae	Crypsidomus terebellae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Ectinosoma edwardsi	NA	NA	NA	NA	NA	NA	NA	NA	Bradya edwardsi	NA	NA	x	-	
Arthropoda	Thalestris longimana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Asterocheres lilljeborgi	Asterocheres asterocheres	 Ascomyzon asterocheres	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Caligus belones	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Caligus curtus	Caligus fallax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Caligus diaphanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Caligus elongatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Caligus gurnardi	Caligus angustatus	 Caligus nanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lepeophtheirus crabro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lepeophtheirus hippoglossi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lepeophtheirus nordmannii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lepeophtheirus nordmanni	x	-	
Arthropoda	Lepeophtheirus pectoralis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lepeophtheirus pollachius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lepeophtheirus salmonis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Lepeophtheirus thompsoni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Cancerilla tubulata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Anthosoma crassum	Anthosoma smithi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Dichelesthium oblongum	Dichelesthium sturionis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Eudactylina acuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Charopinus dalmanni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Clavella adunca	Clavella dubia	 Clavella uncinata	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Clavella stellata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Clavellisa emarginata	Clavella ovalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	Clavella emarginata	x	-	
Arthropoda	Clavellodes rugosus	Clavella rugosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lernaeopoda galei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lernaeopodina longimana	Lernaeopoda longimana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Parabrachiella bispinosa	Brachiella obesa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Parabrachiella rostrata	Brachiella rostrata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Pseudocharopinus bicaudatus	Charopinus bicaudatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Salmincola salmonea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salmincola salmoneus	x	-	
Arthropoda	Schistobrachia ramosa	Charopinus ramosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Vanbenedenia kroeyeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Homoeoscelis minuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Nicothoe astaci	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Rhizorhina ampeliscae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella amphilochi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella atyli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella danica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella dispar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella frontalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella giardii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella insignis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella irregularis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella leuckarti	Sphaeronella elegantula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella longipes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella marginata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Sphaeronella microcephala	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
