Sample_ID	season	cluster	habitat	NO2NO3	NO2	NH3	PO4	Si	NO3	Chlorophyll	Latitude	Longitude	Salinity	Temperature	CTD_depth	d18O	SD_d18O	d12H	SD_d12H	sal_group	snch	Time	log_NO2NO3	log_NO2	log_NH3	log_PO4	log_Si	log_NO3	log_Chlorophyll	hab_uni	shc	log_DN	DN
spring_29_rocks	C29RW	spring	29	RW	1.52	0.065	1.64	1.92	13.705	1.455	2.15543515	55.67983516	12.06896049	13.37663882	17.30082321	96.91457748	-3.837874027	0.035535897	-28.69817604	0.100724211	1	spring_29_rocks	03-06-19	0.418710334858185	-2.7333680090865	0.494696241836107	0.65232518603969	2.61776072975475	0.375005900623456	0.76799262892551	rocks	spring_29_rocks	1.15057202759882	3.16
spring_29_sand	C29SW	spring	29	SW	0.335	0.03	5.16	1.9	16.91	0.305	1.601596524	55.68356509	12.07310664	13.32841753	17.84535599	43.29786301	-3.730529818	0.093784149	-28.14593688	0.205598395	1	spring_29_sand	03-06-19	-1.09362474715707	-3.50655789731998	1.64093657949347	0.641853886172395	2.82790516291049	-1.18744350237473	0.471000959246794	sand	spring_29_sand	1.70383858785558	5.495
spring_30_eelgrass	C30EW	spring	30	EW	0.16	0.005	0.285	0.165	0.13	0.17	0.784310337	55.75904756	11.31756065	13.50357744	19.84371376	99.6172905	-4.803640901	0.126414662	-34.47296479	0.118530024	1	spring_30_eelgrass	24-06-19	-1.83258146374831	-5.29831736654804	-1.25526609871349	-1.80180980508156	-2.04022082852655	-1.77195684193188	-0.242950498944722	eelgrass	spring_30_eelgrass	-0.809680996815897	0.445
spring_30_rocks	C30RW	spring	30	RW	0.355	0.03	0.365	0.185	0.44	0.325	1.173494236	55.75466545	11.32239182	13.4518497	20.12608719	100.7276535	-4.838038078	0.038600518	-34.9012083	0.052435675	1	spring_30_rocks	24-06-19	-1.03563748950672	-3.50655789731998	-1.00785792539965	-1.68739945390381	-0.82098055206983	-1.1239300966524	0.159985824494577	rocks	spring_30_rocks	-0.328504066972036	0.72
spring_30_sand	C30SW	spring	30	SW	0.24	0.005	0.4	0.24	0.085	0.245	0.809756976	55.75885483	11.34937786	13.55830711	19.64048004	101.4157295	-4.651168802	0.033755987	-34.46596626	0.050384191	1	spring_30_sand	24-06-19	-1.42711635564015	-5.29831736654804	-0.916290731874155	-1.42711635564015	-2.46510402249182	-1.40649706843741	-0.211021105963176	sand	spring_30_sand	-0.446287102628419	0.64
spring_31_eelgrass	C31EW	spring	31	EW	0.225	0.005	0.285	0.19	2.985	0.23	0.604686999	55.34659324	11.10107746	11.21605006	18.86519623	104.9042702	-5.230562778	0.011081516	-38.66575202	0.053682089	1	spring_31_eelgrass	25-06-19	-1.49165487677772	-5.29831736654804	-1.25526609871349	-1.66073120682165	1.09359974684457	-1.46967597005894	-0.503044311851411	eelgrass	spring_31_eelgrass	-0.673344553263766	0.51
spring_31_rocks	C31RW	spring	31	RW	0.415	0.005	0.51	0.2	0.355	0.415	1.781219862	55.32808218	11.12842404	11.15588216	20.00775909	42.29545593	-4.982690175	0.04143871	-37.85470139	0.078609054	1	spring_31_rocks	25-06-19	-0.879476758751439	-5.29831736654804	-0.673344553263766	-1.6094379124341	-1.03563748950672	-0.879476758751439	0.577298445312739	rocks	spring_31_rocks	-0.0779615414697118	0.925
spring_31_sand	C31SW	spring	31	SW	0.305	0.005	0.305	0.275	2.635	0.3	0.583730943	55.3475465	11.10117661	11.19790007	19.03575897	100.2503395	-5.263041651	0.033850652	-39.00951325	0.042921634	1	spring_31_sand	25-06-19	-1.18744350237473	-5.29831736654804	-1.18744350237473	-1.29098418131557	0.968883181993326	-1.20397280432594	-0.538315116356328	sand	spring_31_sand	-0.49429632181478	0.61
spring_32_rocks	C32RW	spring	32	RW	0.405	0.005	0.55	0.625	3.68	0.405	1.495319383	55.2521937	14.8263621	7.619033368	14.45507145	37.37735748	-5.651828966	0.057045304	-43.70469511	0.167202173	1	spring_32_rocks	13-06-19	-0.903868211875598	-5.29831736654804	-0.59783700075562	-0.470003629245736	1.30291275218084	-0.903868211875598	0.402339818139844	rocks	spring_32_rocks	-0.0460439385014067	0.955
spring_32_sand	C32SW	spring	32	SW	0.53	0.005	2.965	0.365	8.11	0.53	1.447419826	55.2571398	14.8194941	7.621165939	14.23378658	43.61572266	-5.88364609	0.016452963	-44.92410601	0.107853141	1	spring_32_sand	13-06-19	-0.63487827243597	-5.29831736654804	1.08687703244969	-1.00785792539965	2.09309786812732	-0.63487827243597	0.369782541020856	sand	spring_32_sand	1.25133337568577	3.495
spring_33_rocks	C33RW	spring	33	RW	0.165	0.005	0.36	0.44	1.16	0.165	0.924970379	55.02243003	14.90372037	7.587817462	18.72673798	20.45888901	-5.648920333	0.049207892	-43.69180346	0.168331122	1	spring_33_rocks	11-06-19	-1.80180980508156	-5.29831736654804	-1.02165124753198	-0.82098055206983	0.148420005118273	-1.80180980508156	-0.0779935646851522	rocks	spring_33_rocks	-0.644357016390513	0.525
spring_33_sand	C33SW	spring	33	SW	0.13	0.005	0.44	0.16	5.39	0.13	0.228929944	55.02055438	14.91194958	7.662561211	15.51673889	98.76651764	-6.056496823	0.022509998	-45.69113354	0.133500062	1	spring_33_sand	11-06-19	-2.04022082852655	-5.29831736654804	-0.82098055206983	-1.83258146374831	1.68454538492091	-2.04022082852655	-1.47433924362877	sand	spring_33_sand	-0.562118918153541	0.57
spring_3_rocks	C3RW	spring	3	RW	0.82	0.15	5.27	0.305	3.115	0.67	5.538244052	55.9967104	8.1173628	31.43626189	18.05178833	22.15051651	-0.252286911	0.030504098	-0.742037526	0.059880715	3	spring_3_rocks	19-06-19	-0.198450938723838	-1.89711998488588	1.66203036255327	-1.18744350237473	1.13622915223942	-0.400477566597125	1.71167749239461	rocks	spring_3_rocks	1.80664808172181	6.09
spring_3_sand	C3SW	spring	3	SW	1.2	0.165	4.165	0.155	3.795	1.035	2.641817728	55.98988942	8.12051726	31.42265521	17.25178528	97.65481949	-0.213254888	0.083596053	-0.800131587	0.273806501	3	spring_3_sand	19-06-19	0.182321556793955	-1.80180980508156	1.42671627561881	-1.86433016206289	1.33368441084759	0.0344014267173323	0.971467213561233	sand	spring_3_sand	1.67989637608266	5.365
spring_4_rocks	C4RW	spring	4	RW	4.64	0.5	4.295	0.745	4.995	4.14	5.014365103	57.1265072	8.6208932	32.34246696	15.91403008	44.09265518	-0.03357583	0.118931353	1.048497296	0.222190909	3	spring_4_rocks	20-06-19	1.53471436623816	-0.693147180559945	1.45745155543622	-0.294371060602578	1.60843741210052	1.42069578783722	1.6123068137983	rocks	spring_4_rocks	2.18997614861139	8.935
spring_4_sand	C4SW	spring	4	SW	1.72	0.195	5.255	0.235	2.945	1.525	0.706398714	57.1264403	8.6151892	32.36683029	15.48829651	98.76451492	0.103118596	0.135690334	1.393202034	0.360133124	3	spring_4_sand	20-06-19	0.542324290825362	-1.63475572041839	1.65918000432891	-1.44816976483798	1.08010881710355	0.421994410059375	-0.347575450192345	sand	spring_4_sand	1.94233232770743	6.975
spring_5_rocks	C5RW	spring	5	RW	0.87	0.045	1.005	0.17	1.085	0.825	4.454515083	57.59591614	9.95747873	32.84884595	10.16619873	82.63292313	0.088955077	0.125139389	1.464571886	0.192233625	3	spring_5_rocks	09-05-19	-0.139262067333508	-3.10109278921182	0.00498754151103897	-1.77195684193188	0.0815799869924228	-0.192371892647456	1.49391820718697	rocks	spring_5_rocks	0.628608659422374	1.875
spring_5_sand	C5SW	spring	5	SW	0.6	0.04	0.75	0.13	1.605	0.56	0.707895575	57.5921291	9.94725756	32.72651332	9.203084946	100.0817299	0.191558243	0.076177206	1.353274844	0.156469379	3	spring_5_sand	09-05-19	-0.510825623765991	-3.2188758248682	-0.287682072451781	-2.04022082852655	0.473123756581979	-0.579818495252942	-0.345458689104423	sand	spring_5_sand	0.300104592450338	1.35
spring_6_rocks	C6RW	spring	6	RW	2.47	0.08	1.015	0.57	6.615	2.39	1.58655307	57.338797	10.5260316	25.9777931	11.06990814	41.71066284	-1.56401808	0.017736027	-11.69087922	0.062048368	3	spring_6_rocks	08-05-19	0.904218150639886	-2.52572864430826	0.0148886124937506	-0.562118918153541	1.88933979756692	0.871293365943419	0.461563782474393	rocks	spring_6_rocks	1.24846804421249	3.485
spring_6_sand	C6SW	spring	6	SW	0.225	0.015	1.075	0.115	2.075	0.21	1.796203443	57.31914996	10.53214435	26.00193447	8.911482811	99.45259094	-1.542978737	0.051456454	-10.9995322	0.056980698	3	spring_6_sand	08-05-19	-1.49165487677772	-4.19970507787993	0.0723206615796261	-2.16282315061889	0.729961153682662	-1.56064774826467	0.585675239077282	sand	spring_6_sand	0.262364264467491	1.3
spring_7_rocks	C7RW	spring	7	RW	0.45	0.04	1.06	0.13	2.63	0.41	0.525256062	57.3214171	11.1282307	19.59797498	9.922463417	79.72812653	-3.255882879	0.031404883	-23.97033501	0.011354148	2	spring_7_rocks	07-05-19	-0.798507696217772	-3.2188758248682	0.0582689081239758	-2.04022082852655	0.966983846189673	-0.891598119283784	-0.643869398152755	rocks	spring_7_rocks	0.412109650826833	1.51
spring_7_sand	C7SW	spring	7	SW	0.07	0.01	0.565	0.07	3.105	0.06	0.385299544	57.32297997	11.13292171	19.59797498	9.922463417	79.72812653	-3.009328058	0.046503405	-22.49234079	0.13647454	2	spring_7_sand	07-05-19	-2.65926003693278	-4.60517018598809	-0.570929547835696	-2.65926003693278	1.13301371538544	-2.81341071676004	-0.953734210844107	sand	spring_7_sand	-0.454130280089445	0.635
spring_8_eelgrass	C8EW	spring	8	EW	0.105	0.005	0.76	0.19	1.8	0.105	4.894706023	57.05959471	9.87131989	26.08535954	10.2158289	35.31389236	-1.47195223	0.029341381	-9.316529465	0.078155614	3	spring_8_eelgrass	06-05-19	-2.25379492882461	-5.29831736654804	-0.27443684570176	-1.66073120682165	0.587786664902119	-2.25379492882461	1.58815421759065	eelgrass	spring_8_eelgrass	-0.145025772050258	0.865
spring_8_rocks	C8RW	spring	8	RW	1.825	0.07	2.04	0.16	3.81	1.755	2.439763925	57.0550982	9.8705184	26.19450137	9.756940842	22.20258713	-1.370044005	0.00838451	-9.848406741	0.036669697	3	spring_8_rocks	16-05-19	0.601579987034455	-2.65926003693278	0.712949807856125	-1.83258146374831	1.33762918913861	0.562468856917829	0.891901282575149	rocks	spring_8_rocks	1.35196168203939	3.865
spring_8_sand	C8SW	spring	8	SW	1.095	0.01	0.78	0.005	3.715	1.085	0.917839332	57.01030036	9.63479997	26.23377627	13.06766129	104.1656494	-1.682010993	0.029170476	-10.31652407	0.051778374	3	spring_8_sand	06-05-19	0.0907543632684641	-4.60517018598809	-0.2484613592985	-5.29831736654804	1.31237867816972	0.0815799869924228	-0.0857329232872086	sand	spring_8_sand	0.628608659422374	1.875
spring_9_eelgrass	C9EW	spring	9	EW	7.165	0.445	2.515	0.16	7.3	6.72	1.277086008	56.71051209	9.20700727	23.93778546	12.35728073	99.99198914	-1.944534905	0.031491269	-12.60794923	0.073502154	2	spring_9_eelgrass	14-05-19	1.96920806128014	-0.809680996815897	0.922272803551703	-1.83258146374831	1.98787434815435	1.90508815453506	0.24458092638771	eelgrass	spring_9_eelgrass	2.27006190128849	9.68
spring_9_rocks	C9RW	spring	9	RW	8.84	0.66	4.66	0.605	8.8	8.18	0.889105586	56.706257	9.2016147	24.04327571	12.85373688	51.02157593	-1.738241346	0.036905284	-12.05184117	0.069723262	2	spring_9_rocks	14-05-19	2.17928687664955	-0.415515443961666	1.53901544813755	-0.502526820951296	2.17475172148416	2.10169215061466	-0.117539281116935	rocks	spring_9_rocks	2.60268968544438	13.5
spring_9_sand	C9SW	spring	9	SW	9.595	0.585	1.425	0.165	9.815	9.01	0.401128851	56.71280751	9.2091164	23.86543664	11.87744999	96.18291855	-2.071164668	0.020868637	-12.89558558	0.13874497	2	spring_9_sand	14-05-19	2.26124212945966	-0.536143431750281	0.354171813720614	-1.80180980508156	2.28391182772842	2.19833507162025	-0.913472579099603	sand	spring_9_sand	2.39971180372477	11.02
