	cube_d14N_15N	d12C_13C	log_N	log_C	log_CN_ratio	log_NP_ratio	Dry_matter	Grain_size	Water_content	log_Organic_content	log_Inorganic_content	log_TP	Organic_content	Inorganic_content	C	N	log_PO4	log_Si	log_Chlorophyll	Salinity	Temperature	log_NO2	log_NO3	log_NH3	log_DN	Time	Latitude	Longitude	NO2	NO3	NH3	DN	PO4	Si	season	habitat	sal_group	cluster
spring_28_rocks	13622.58358	-23.39649747	2.82953527	5.714051646	3.038667055	4.395446457	0.825244624	2	0.322246667	-5.642110896	-6.021016026	-1.565911187	0.003553804	0.002427498	305.2771105	17.89319648	-1.801809805	0.182321557	-0.343240902	18.01964237	16.07995796	-3.218875825	-0.415515444	1.676161544	1.799231484	05/06/2019	55.96726649	11.8442571	0.04	0.66	5.345	6.045	0.165	1.2	spring	rocks	2	28
spring_28_sand	12231.05395	-22.15174552	4.258301622	6.454008762	2.34985782	4.624855781	0.804858086	1	0.35581792	-5.102294321	-5.804496067	-0.366554159	0.006082836	0.003018669	635.6510704	71.05214577	-2.733368009	0.152721087	-0.699340327	17.90192191	15.15605164	-4.199705078	-1.123930097	1.137833002	1.241268589	05/06/2019	55.96898158	11.84613189	0.015	0.325	3.12	3.46	0.065	1.165	spring	sand	2	28
spring_29_eelgrass	52924.05288	-24.54030288	5.469030133	7.883509159	2.568629706	4.804365427	0.814790119	2	0.355055195	-3.547905109	-3.819027851	NA	0.029125651	0.021971861	2654.002903	237.2356847	0.598836501	2.931193752	-0.205490831	13.23808361	17.19640732	-3.218875825	-1.864330162	-0.223143551	-0.005012542	03/06/2019	55.68531813	12.07090738	0.04	0.155	0.8	0.995	1.82	18.75	spring	eelgrass	1	29
spring_29_rocks	47006.09206	-22.65829746	5.084110712	7.368922197	2.438962164	5.763909229	0.785206613	1	0.409614103	-4.104330013	-3.941008493	-0.679798516	0.017911576	0.021537673	1653.657205	163.5062015	0.652325186	2.61776073	0.767992629	13.37663882	17.30082321	-2.733368009	0.375005901	0.494696242	1.150572028	03/06/2019	55.67983516	12.06896049	0.065	1.455	1.64	3.16	1.92	13.705	spring	rocks	1	29
spring_29_sand	27134.97834	-23.65197993	5.127677669	7.25693516	2.28340817	5.44432983	0.802232934	2	0.363905455	-5.154057208	-6.089818201	-0.31665216	0.005778736	0.002267234	1418.929838	169.3131188	0.641853886	2.827905163	0.471000959	13.32841753	17.84535599	-3.506557897	-1.187443502	1.640936579	1.703838588	03/06/2019	55.68356509	12.07310664	0.03	0.305	5.16	5.495	1.9	16.91	spring	sand	1	29
spring_3_rocks	39364.87096	-25.47852513	3.041749467	5.614863365	2.727264578	5.388384992	0.830371764	2	0.320195555	-5.173068166	-5.426933369	-2.346635525	0.005678892	0.004399799	277.9426916	23.37536979	-1.187443502	1.136229152	1.711677492	31.43626189	18.05178833	-1.897119985	-0.400477567	1.662030363	1.806648082	19/06/2019	55.9967104	8.1173628	0.15	0.67	5.27	6.09	0.305	3.115	spring	rocks	3	3
spring_3_sand	32928.09333	-25.17943556	2.470982646	5.332871266	3.0160393	4.279023077	0.823144662	1	0.338534444	-5.316522359	-5.460974712	-1.808040431	0.004945062	0.004249726	207.0400991	11.91305479	-1.864330162	1.333684411	0.971467214	31.42265521	17.25178528	-1.801809805	0.034401427	1.426716276	1.679896376	19/06/2019	55.98988942	8.12051726	0.165	1.035	4.165	5.365	0.155	3.795	spring	sand	3	3
spring_30_eelgrass	20590.49708	-19.54756385	4.93508819	7.148000729	2.367063218	5.817709178	0.776636742	2	0.405056624	-5.465332492	-6.366095074	-0.882620988	0.004333325	0.001731599	1358.218213	145.754252	-1.801809805	-2.040220829	-0.242950499	13.50357744	19.84371376	-5.298317367	-1.771956842	-1.255266099	-0.809680997	24/06/2019	55.75904756	11.31756065	0.005	0.17	0.285	0.445	0.165	0.13	spring	eelgrass	1	30
spring_30_rocks	20957.88931	-20.06205867	6.229054111	8.201080768	2.126177337	6.611616933	0.734464209	1	0.498064545	-4.264356988	-5.252103156	-0.382562822	0.01480276	0.006948557	3685.778663	521.4447368	-1.687399454	-0.820980552	0.159985824	13.4518497	20.12608719	-3.506557897	-1.123930097	-1.007857925	-0.328504067	24/06/2019	55.75466545	11.32239182	0.03	0.325	0.365	0.72	0.185	0.44	spring	rocks	1	30
spring_30_sand	12809.86234	-20.47418025	4.26615983	6.61067171	2.49866256	4.473724453	0.778532088	2	0.408217857	-5.262453227	-5.848358792	-0.207564624	0.005821333	0.003326615	743.0847557	71.67851729	-1.427116356	-2.465104022	-0.211021106	13.55830711	19.64048004	-5.298317367	-1.406497068	-0.916290732	-0.446287103	24/06/2019	55.75885483	11.34937786	0.005	0.245	0.4	0.64	0.24	0.085	spring	sand	1	30
spring_31_eelgrass	14971.13659	-20.65741654	4.991814883	6.972044898	2.134380694	5.466993633	0.792213537	2	0.375505051	-5.017573454	-6.20149475	-0.47517875	0.00664095	0.002027834	1079.229119	148.0469808	-1.660731207	1.093599747	-0.503044312	11.21605006	18.86519623	-5.298317367	-1.46967597	-1.255266099	-0.673344553	25/06/2019	55.34659324	11.10107746	0.005	0.23	0.285	0.51	0.19	2.985	spring	eelgrass	1	31
spring_31_rocks	15778.13211	-8.843821012	5.120385651	8.078413989	3.112179018	5.111721494	0.871967273	3	0.242946666	-4.60566677	-2.849079299	0.008664156	0.009995655	0.058346676	3590.590779	174.3501269	-1.609437912	-1.03563749	0.577298445	11.15588216	20.00775909	-5.298317367	-0.879476759	-0.673344553	-0.077961541	25/06/2019	55.32808218	11.12842404	0.005	0.415	0.51	0.925	0.2	0.355	spring	rocks	1	31
spring_31_sand	14828.47418	-21.29859804	3.706402015	6.012463546	2.460212211	4.826326189	0.819306935	2	0.319873283	-5.605581705	-6.324671359	-1.119924174	0.003686572	0.001796047	408.860864	40.85292977	-1.290984181	0.968883182	-0.538315116	11.19790007	19.03575897	-5.298317367	-1.203972804	-1.187443502	-0.494296322	25/06/2019	55.3475465	11.10117661	0.005	0.3	0.305	0.61	0.275	2.635	spring	sand	1	31
spring_32_rocks	11858.09671	-24.55669093	5.369972708	7.708107143	2.492285115	5.4760019	0.846100758	3	0.305381548	-4.647278871	-4.888989685	-0.106029192	0.009606901	0.007837954	2257.69647	218.0219775	-0.470003629	1.302912752	0.402339818	7.619033368	14.45507145	-5.298317367	-0.903868212	-0.597837001	-0.046043939	13/06/2019	55.2521937	14.8263621	0.005	0.405	0.55	0.955	0.625	3.68	spring	rocks	1	32
spring_32_sand	10014.74463	-29.79184922	NA	5.357108573	NA	NA	0.807709468	3	0.366531838	-6.307280542	-7.334449378	-1.287921674	0.001824974	0.000652868	214.1250505	NA	-1.007857925	2.093097868	0.369782541	7.621165939	14.23378658	-5.298317367	-0.634878272	1.086877032	1.251333376	13/06/2019	55.2571398	14.8194941	0.005	0.53	2.965	3.495	0.365	8.11	spring	sand	1	32
spring_33_rocks	8234.102012	-26.26852893	3.989501551	6.197478323	2.362127452	4.082091245	0.820364437	2	0.349239627	-5.065331612	-5.593518673	-0.092589694	0.006312898	0.003783277	492.4534952	56.74386357	-0.820980552	0.148420005	-0.077993565	7.587817462	18.72673798	-5.298317367	-1.801809805	-1.021651248	-0.644357016	11/06/2019	55.02243003	14.90372037	0.005	0.165	0.36	0.525	0.44	1.16	spring	rocks	1	33
spring_33_sand	1898.075157	-23.57856837	4.811578421	6.297675466	1.640247725	4.717057864	0.790773289	2	0.37461453	-5.500715021	-7.036156502	0.094520557	0.004083934	0.000879517	544.0631455	125.0357448	-1.832581464	1.684545385	-1.474339244	7.662561211	15.51673889	-5.298317367	-2.040220829	-0.820980552	-0.562118918	11/06/2019	55.02055438	14.91194958	0.005	0.13	0.44	0.57	0.16	5.39	spring	sand	1	33
spring_4_rocks	37055.1941	-23.00418573	3.733095787	5.966560429	2.387615322	5.16324286	0.850089489	3	0.259008889	-3.916496071	-4.22876178	-1.430147073	0.020384102	0.014583048	394.491758	42.24062768	-0.294371061	1.608437412	1.612306814	32.34246696	15.91403008	-0.693147181	1.420695788	1.457451555	2.189976149	20/06/2019	57.1265072	8.6208932	0.5	4.14	4.295	8.935	0.745	4.995	spring	rocks	3	4
spring_4_sand	34129.68934	-27.96473153	NA	4.981706831	NA	NA	0.818921091	2	0.340588889	-5.379972819	-5.357484766	-1.691496962	0.004610654	0.004725044	145.9347601	NA	-1.448169765	1.080108817	-0.34757545	32.36683029	15.48829651	-1.63475572	0.42199441	1.659180004	1.942332328	20/06/2019	57.1264403	8.6151892	0.195	1.525	5.255	6.975	0.235	2.945	spring	sand	3	4
spring_5_rocks	22337.71202	-24.8086355	2.717461934	5.549007827	2.985696573	3.636905294	0.854757335	2.666666667	0.271971111	-4.541415838	-4.511168301	-0.91944336	0.011374909	0.011337735	265.0573576	17.02888976	-1.771956842	0.081579987	1.493918207	32.84884595	10.16619873	-3.101092789	-0.192371893	0.004987542	0.628608659	09/05/2019	57.59591614	9.95747873	0.045	0.825	1.005	1.875	0.17	1.085	spring	rocks	3	5
spring_5_sand	27529.13394	-23.48966788	2.917987181	5.43471998	2.670883478	2.984205254	0.831914239	2	0.332282915	-4.869947133	-4.906896866	-0.066218073	0.007700578	0.007399796	232.2393379	18.71417522	-2.040220829	0.473123757	-0.345458689	32.72651332	9.203084946	-3.218875825	-0.579818495	-0.287682072	0.300104592	09/05/2019	57.5921291	9.94725756	0.04	0.56	0.75	1.35	0.13	1.605	spring	sand	3	5
spring_6_rocks	32897.68448	-22.32573989	4.853773092	7.034517917	2.334895505	5.405649745	0.815815188	2	0.335381667	-4.428705125	-4.44815099	-0.551876652	0.012736348	0.014972007	1215.076262	136.618852	-0.562118918	1.889339798	0.461563782	25.9777931	11.06990814	-2.525728644	0.871293366	0.014888612	1.248468044	08/05/2019	57.338797	10.5260316	0.08	2.39	1.015	3.485	0.57	6.615	spring	rocks	3	6
spring_6_sand	26685.50552	-20.93543228	4.681365828	6.731545065	2.204329917	5.729169353	0.81221342	1	0.352828645	-5.177184848	-5.754402701	-1.047803525	0.00565687	0.003184774	839.0590851	108.0426568	-2.162823151	0.729961154	0.585675239	26.00193447	8.911482811	-4.199705078	-1.560647748	0.072320662	0.262364264	08/05/2019	57.31914996	10.53214435	0.015	0.21	1.075	1.3	0.115	2.075	spring	sand	3	6
spring_7_rocks	30933.9052	-24.25434667	3.623855709	6.065007963	2.595302934	3.822478781	0.895180322	2.666666667	0.19295381	-4.997763635	-4.880070249	-0.198623071	0.007011003	0.009048287	458.8087693	42.11493484	-2.040220829	0.966983846	-0.643869398	19.59797498	9.922463417	-3.218875825	-0.891598119	0.058268908	0.412109651	07/05/2019	57.3214171	11.1282307	0.04	0.41	1.06	1.51	0.13	2.63	spring	rocks	2	7
spring_7_sand	17804.34785	-26.62230973	NA	5.215090556	NA	NA	0.847500043	3	0.278547734	-5.423004921	-6.137997991	0.282336965	0.004430306	0.002174597	186.5941241	NA	-2.659260037	1.133013715	-0.953734211	19.59797498	9.922463417	-4.605170186	-2.813410717	-0.570929548	-0.45413028	07/05/2019	57.32297997	11.13292171	0.01	0.06	0.565	0.635	0.07	3.105	spring	sand	2	7
spring_8_eelgrass	41855.51508	-16.84729934	6.953852674	9.231614214	2.43191222	7.011569056	0.608806357	1	0.575448095	-3.315951615	-4.610938499	-0.057716382	0.03648138	0.009967247	10312.4948	1053.770824	-1.660731207	0.587786665	1.588154218	26.08535954	10.2158289	-5.298317367	-2.253794929	-0.274436846	-0.145025772	06/05/2019	57.05959471	9.87131989	0.005	0.105	0.76	0.865	0.19	1.8	spring	eelgrass	3	8
spring_8_rocks	36361.21866	-25.75539442	5.735984353	8.120630827	2.538797153	6.333308862	0.785547688	1	0.373076162	-3.912405653	-4.710751911	-0.597324509	0.020031206	0.009360157	3386.363592	313.0028297	-1.832581464	1.337629189	0.891901283	26.19450137	9.756940842	-2.659260037	0.562468857	0.712949808	1.351961682	16/05/2019	57.0550982	9.8705184	0.07	1.755	2.04	3.865	0.16	3.81	spring	rocks	3	8
spring_8_sand	40669.79297	-16.04852716	6.690933857	9.0167193	2.479936123	6.691462733	0.629849058	1	0.57322094	-3.252966862	-3.339180103	-0.000528876	0.038673821	0.036591218	8293.262264	806.4466372	-5.298317367	1.312378678	-0.085732923	26.23377627	13.06766129	-4.605170186	0.081579987	-0.248461359	0.628608659	06/05/2019	57.01030036	9.63479997	0.01	1.085	0.78	1.875	0.005	3.715	spring	sand	3	8
spring_9_eelgrass	48809.55466	-19.13321817	5.97530401	8.035235304	2.214081974	6.771383231	0.753846332	1	0.430618056	-4.451079733	-5.413426887	-0.796079221	0.011966228	0.004597674	3150.259533	397.1085025	-1.832581464	1.987874348	0.244580926	23.93778546	12.35728073	-0.809680997	1.905088155	0.922272804	2.270061901	14/05/2019	56.71051209	9.20700727	0.445	6.72	2.515	9.68	0.16	7.3	spring	eelgrass	2	9
spring_9_rocks	52267.29095	-19.40312702	6.427519245	8.31815071	2.044782144	6.994165568	0.721200988	1	0.473862521	-3.955223638	-4.329864803	-0.566646322	0.019849937	0.01659403	4266.753168	667.176268	-0.502526821	2.174751721	-0.117539281	24.04327571	12.85373688	-0.415515444	2.101692151	1.539015448	2.602689685	14/05/2019	56.706257	9.2016147	0.66	8.18	4.66	13.5	0.605	8.8	spring	rocks	2	9
spring_9_sand	47555.41355	-19.25406694	5.854056904	7.764939765	2.065033541	6.914469364	0.756659247	2	0.43941047	-4.10882091	-3.715983795	-1.06041246	0.016433029	0.024739282	2368.697844	350.7728346	-1.801809805	2.283911828	-0.913472579	23.86543664	11.87744999	-0.536143432	2.198335072	0.354171814	2.399711804	14/05/2019	56.71280751	9.2091164	0.585	9.01	1.425	11.02	0.165	9.815	spring	sand	2	9
